0,0,40,16,10,1,3,1,1,2,2,22,7,7,15,17,1,1,-1,0,0,0
0,1,42,11,16,0,8,0,2,0,6,14,28,28,3,3,1,0,2,0,0,0
0,2,36,17,9,1,10,1,3,2,2,11,15,12,10,10,1,0,1,0,0,0
0,3,28,12,7,1,5,0,1,2,1,13,8,8,7,11,1,1,-1,0,0,0
0,4,41,10,14,0,3,0,3,0,4,9,30,28,3,2,2,0,3,0,0,0
0,5,33,13,12,1,5,4,1,1,2,9,16,14,6,7,1,0,0,0,0,0
0,6,22,14,7,2,11,3,1,1,3,9,5,5,11,10,1,0,0,0,0,0
0,7,35,14,12,1,3,0,1,0,4,3,22,22,2,3,2,0,1,0,0,0
0,8,34,12,12,1,8,1,2,0,5,16,17,17,5,5,1,0,2,0,0,0
0,9,29,15,9,1,3,1,0,2,1,20,8,9,2,4,2,0,-2,0,0,0
0,10,37,13,15,0,3,2,2,0,4,0,25,25,2,3,2,0,2,0,0,0
0,11,26,13,8,1,8,3,1,1,3,13,6,7,11,10,1,0,0,0,0,0
0,12,24,15,7,2,11,3,1,2,3,7,8,5,12,14,1,0,-1,0,0,0
0,13,29,13,14,0,4,2,0,0,1,16,12,10,1,2,1,0,0,0,0,0
0,14,32,8,16,0,0,1,3,0,3,3,16,16,2,2,2,0,3,0,0,0
0,15,22,13,9,1,4,0,0,0,1,15,6,5,2,3,1,0,0,0,0,0
0,16,44,17,14,1,10,2,3,2,2,11,22,23,9,8,1,0,1,0,0,0
0,17,25,13,14,0,5,5,0,0,2,9,11,10,1,2,1,0,0,0,0,0
0,18,26,10,14,0,1,2,0,0,2,4,15,16,1,2,1,0,0,0,0,0
0,19,42,19,11,1,5,1,0,3,0,21,5,8,11,9,1,1,-3,0,0,0
0,20,31,15,6,2,4,0,0,2,1,9,5,6,13,14,1,1,-2,0,0,0
0,21,40,11,14,0,2,1,1,0,3,1,30,31,4,2,2,0,1,0,0,0
0,22,46,17,13,1,7,0,4,2,0,34,13,13,11,11,1,0,2,0,0,0
0,23,21,12,7,1,10,1,2,1,3,6,8,9,10,7,1,0,1,0,0,0
0,24,66,17,17,1,2,0,4,4,0,34,27,29,9,11,1,1,0,0,0,0
0,25,50,11,15,0,0,0,5,3,3,36,14,14,11,10,2,0,2,0,0,0
0,26,26,12,7,1,5,0,1,1,1,19,3,5,6,6,1,1,0,0,0,0
0,27,34,12,11,1,6,3,4,2,2,10,18,18,9,7,1,0,2,0,0,0
0,28,27,11,13,0,0,2,0,0,2,11,13,13,1,2,1,0,0,0,0,0
0,29,23,12,8,1,8,3,1,2,1,8,7,8,9,7,1,0,-1,0,0,0
0,30,42,14,11,1,1,1,2,2,1,29,8,8,12,12,1,1,0,0,0,0
0,31,26,12,9,1,6,1,1,1,2,3,12,10,4,5,1,0,0,0,0,0
0,32,43,16,9,1,5,0,2,3,1,23,9,10,11,14,1,1,-1,0,0,0
0,33,32,14,8,1,6,0,1,4,1,13,10,9,8,8,1,1,-3,0,0,0
0,34,33,9,15,0,0,2,2,0,3,12,12,10,4,3,2,0,2,0,0,0
0,35,54,20,17,1,6,8,1,1,3,20,15,15,25,24,1,0,0,0,0,0
0,36,29,13,12,1,7,2,1,0,1,17,10,12,4,4,1,0,1,0,0,0
0,37,30,13,11,1,7,6,1,1,2,12,12,11,12,12,1,0,0,0,0,0
0,38,28,14,15,0,3,2,0,0,2,0,15,15,2,2,1,0,0,0,0,0
0,39,41,9,15,0,1,3,2,0,3,9,32,31,3,3,2,0,2,0,0,0
0,40,34,15,9,1,8,2,3,2,2,12,12,14,11,9,1,0,1,0,0,0
0,41,26,15,8,1,11,2,1,2,2,7,7,7,10,12,1,0,-1,0,0,0
0,42,43,17,16,1,5,5,2,1,3,10,14,13,15,15,1,0,1,0,0,0
0,43,44,17,8,2,3,0,2,3,1,17,10,8,16,19,1,1,-1,0,0,0
0,44,23,11,8,1,6,1,1,1,2,8,8,10,5,8,1,0,0,0,0,0
0,45,28,12,13,0,8,1,3,1,2,0,16,16,5,5,1,0,2,0,0,0
0,46,43,17,9,1,3,0,2,2,1,27,6,4,16,18,1,1,0,0,0,0
0,47,38,15,11,1,5,1,2,2,3,14,17,16,4,6,1,0,0,0,0,0
0,48,31,11,10,1,4,2,1,2,1,8,14,14,6,6,1,1,-1,0,0,0
0,49,37,15,10,1,5,0,2,2,1,16,8,8,15,12,1,1,0,0,0,0
0,50,24,11,13,0,2,2,0,0,1,5,13,12,1,2,1,0,0,0,0,0
0,51,41,12,15,0,3,1,3,0,4,4,30,30,3,3,2,0,3,0,0,0
0,52,37,16,10,1,6,0,2,1,1,6,12,11,16,19,1,1,1,0,0,0
0,53,38,15,13,1,13,1,2,0,6,12,20,20,5,5,1,0,2,0,0,0
0,54,20,11,10,1,5,1,0,0,1,3,9,9,2,2,1,0,0,0,0,0
0,55,24,13,10,1,9,3,1,1,2,10,8,9,7,6,1,0,0,0,0,0
0,56,44,11,16,0,0,2,1,0,4,6,33,33,3,3,2,0,1,0,0,0
0,57,32,12,14,0,6,0,2,1,2,5,16,17,5,4,1,0,1,0,0,0
0,58,16,2,8,0,0,0,2,0,4,0,16,16,2,2,2,0,2,0,0,0
0,59,33,14,8,1,4,2,1,3,1,15,5,6,9,11,1,1,-2,0,0,0
0,60,41,17,12,1,13,0,3,1,2,4,24,24,11,9,1,0,2,0,0,0
0,61,34,16,9,1,5,0,2,2,0,8,8,8,11,10,1,1,0,0,0,0
0,62,36,13,11,1,4,0,3,1,2,4,17,16,8,8,1,0,2,0,0,0
0,63,44,16,11,1,9,1,3,2,2,13,20,21,13,11,1,0,1,0,0,0
0,64,23,10,7,1,5,0,2,0,3,13,9,9,6,5,1,0,2,0,0,0
0,65,35,15,12,1,7,3,1,1,2,13,11,10,12,13,1,1,0,0,0,0
0,66,29,12,8,1,7,1,3,2,1,11,15,11,6,6,1,0,1,0,0,0
0,67,25,12,6,2,4,0,0,1,0,12,6,5,8,7,1,1,-1,0,0,0
0,68,33,14,10,1,6,3,1,3,3,24,7,10,9,11,1,0,-2,0,0,0
0,69,30,15,8,1,6,0,1,2,1,12,4,5,13,13,1,1,-1,0,0,0
0,70,36,14,14,1,2,1,1,0,4,3,19,19,2,3,2,0,1,0,0,0
0,71,29,13,11,1,8,1,2,0,2,3,14,12,2,3,1,0,2,0,0,0
0,72,31,15,14,1,9,12,1,2,4,5,9,9,16,16,1,0,-1,0,0,0
0,73,27,12,8,1,8,1,2,2,2,12,11,12,5,8,1,0,0,0,0,0
0,74,22,2,11,0,0,0,2,0,4,0,22,22,2,2,2,0,2,0,0,0
0,75,37,13,13,1,3,5,2,1,2,22,10,8,11,13,1,1,1,0,0,0
0,76,23,4,11,0,1,1,2,0,2,4,19,20,2,3,2,0,2,0,0,0
0,77,33,14,9,1,6,1,2,1,2,17,12,11,7,9,1,0,1,0,0,0
0,78,29,14,10,1,8,1,1,0,1,7,12,10,5,5,1,0,1,0,0,0
0,79,34,15,9,1,9,0,2,1,2,7,15,15,11,9,1,0,1,0,0,0
0,80,35,16,10,1,11,2,2,2,2,5,17,16,12,9,1,0,0,0,0,0
0,81,32,16,8,2,8,0,2,1,2,7,16,14,5,6,1,0,1,0,0,0
0,82,36,14,9,1,1,1,1,2,1,15,7,7,16,18,1,1,-1,0,0,0
0,83,27,17,9,1,12,2,1,1,0,8,6,8,6,7,1,0,0,0,0,0
0,84,42,17,8,2,3,0,1,2,1,15,9,8,16,20,1,1,-1,0,0,0
0,85,37,17,11,1,7,1,1,2,1,19,8,7,12,8,1,1,-1,0,0,0
0,86,26,11,11,1,6,3,1,1,1,9,10,10,6,6,1,0,0,0,0,0
0,87,37,15,10,1,5,1,3,2,2,16,12,13,7,9,1,0,1,0,0,0
0,88,27,13,11,1,9,5,1,1,4,10,11,12,9,8,1,0,0,0,0,0
0,89,23,11,9,1,6,0,1,0,2,9,9,7,5,4,1,0,1,0,0,0
0,90,35,14,15,0,9,8,1,1,3,10,18,16,12,13,1,0,0,0,0,0
0,91,27,15,13,1,5,4,0,0,2,14,7,9,3,1,1,0,0,0,0,0
0,92,22,13,11,1,4,0,0,0,2,0,10,10,2,2,1,0,0,0,0,0
0,93,41,17,13,1,8,2,1,2,2,9,19,18,9,9,1,0,-1,0,0,0
0,94,33,15,12,1,7,7,1,1,4,7,9,8,17,16,1,0,0,0,0,0
0,95,16,11,7,1,6,0,0,0,1,7,4,3,2,2,1,0,0,0,0,0
0,96,34,12,12,1,10,0,2,0,6,12,19,19,5,4,1,0,2,0,0,0
0,97,40,15,18,0,11,8,3,1,2,8,21,20,3,5,1,0,2,0,0,0
0,98,19,11,10,1,4,1,0,0,2,4,8,8,2,2,1,0,0,0,0,0
0,99,44,17,12,1,9,1,4,2,2,13,23,24,10,9,1,0,2,0,0,0
0,100,42,16,14,1,4,0,1,0,4,4,27,27,3,3,2,0,1,0,0,0
0,101,29,13,13,1,8,5,1,1,2,11,12,10,5,7,1,0,0,0,0,0
0,102,25,13,9,1,8,2,1,1,3,4,10,8,7,8,1,0,0,0,0,0
0,103,36,14,8,1,3,0,0,3,1,9,10,9,12,11,1,2,-3,0,0,0
0,104,22,11,11,1,2,1,0,0,2,6,10,10,1,2,1,0,0,0,0,0
0,105,60,18,16,1,3,0,4,1,1,29,24,24,9,9,1,2,3,0,0,0
0,106,27,15,13,1,11,6,1,0,1,7,9,11,9,8,1,0,1,0,0,0
0,107,24,10,10,1,1,3,1,2,1,3,4,4,9,10,1,1,-1,0,0,0
0,108,31,15,17,0,5,3,0,0,2,0,17,17,2,2,1,0,0,0,0,0
0,109,42,17,11,1,6,0,3,2,1,11,14,15,10,8,1,1,1,0,0,0
0,110,29,11,12,0,2,3,1,0,4,2,19,18,2,3,2,0,1,0,0,0
0,111,23,14,11,1,6,1,0,0,2,10,6,7,2,1,1,0,0,0,0,0
0,112,22,12,8,1,10,2,1,1,3,4,11,9,6,7,1,0,0,0,0,0
0,113,40,17,14,1,5,1,1,0,4,7,23,23,2,3,2,0,1,0,0,0
0,114,32,16,11,1,8,0,1,1,2,15,10,9,8,7,1,0,0,0,0,0
0,115,37,17,13,1,11,8,1,1,2,14,14,11,14,16,1,0,0,0,0,0
0,116,21,13,9,1,12,2,1,0,2,2,8,9,7,7,1,0,1,0,0,0
0,117,28,14,11,1,11,3,2,0,2,0,14,14,4,5,1,0,2,0,0,0
0,118,27,14,9,1,8,6,1,2,3,10,7,6,15,14,1,0,-1,0,0,0
0,119,30,13,10,1,5,1,1,1,1,22,8,8,8,7,1,0,0,0,0,0
0,120,30,9,13,0,1,1,2,0,4,6,14,11,5,6,2,0,2,0,0,0
0,121,33,17,16,1,6,2,0,0,2,15,13,13,1,2,1,0,0,0,0,0
0,122,21,15,11,1,9,1,0,0,1,3,6,6,3,1,1,0,0,0,0,0
0,123,30,12,10,1,1,1,0,1,1,11,4,4,10,11,1,1,-1,0,0,0
0,124,38,15,12,1,9,2,3,2,2,9,19,21,8,7,1,0,1,0,0,0
0,125,15,10,7,1,8,2,0,1,2,0,6,6,4,5,1,0,-1,0,0,0
0,126,41,14,11,1,7,0,3,1,1,15,21,20,10,7,1,0,2,0,0,0
0,127,36,12,8,1,1,1,2,4,1,26,10,10,9,8,1,1,-2,0,0,0
0,128,55,13,15,0,0,1,7,5,1,46,11,14,10,8,2,0,2,0,0,0
0,129,37,13,13,1,11,0,2,0,6,11,21,21,6,7,1,0,2,0,0,0
0,130,36,16,13,1,8,1,2,1,1,19,15,16,8,7,1,0,1,0,0,0
0,131,38,11,11,1,0,1,1,1,2,25,20,20,3,3,2,0,0,0,0,0
0,132,38,14,11,1,5,0,2,1,0,15,12,13,14,10,1,1,1,0,0,0
0,133,16,2,8,0,0,0,2,0,4,0,16,16,2,2,2,0,2,0,0,0
0,134,39,15,10,1,1,0,2,2,1,7,14,12,12,13,1,1,0,0,0,0
0,135,36,13,15,0,5,6,3,1,1,15,16,15,6,6,1,0,2,0,0,0
0,136,34,11,17,0,3,1,3,0,4,4,17,16,2,2,2,0,3,0,0,0
0,137,34,15,10,1,8,2,1,2,2,18,7,4,14,14,1,1,-1,0,0,0
0,138,27,11,13,0,6,2,2,1,2,0,16,16,5,5,1,0,1,0,0,0
0,139,23,12,12,1,3,1,0,0,2,4,11,11,2,2,1,0,0,0,0,0
0,140,44,15,15,1,10,2,2,1,4,19,24,23,7,7,1,0,1,0,0,0
0,141,27,15,10,1,12,4,1,1,4,5,10,10,11,11,1,0,0,0,0,0
0,142,31,12,10,1,7,0,3,0,3,16,14,15,4,5,1,0,3,0,0,0
0,143,43,16,13,1,6,0,3,1,3,6,22,21,6,8,1,0,2,0,0,0
0,144,20,6,10,0,0,0,2,0,4,0,12,12,2,2,2,0,2,0,0,0
0,145,33,17,12,1,11,6,1,1,3,6,13,11,15,16,1,0,0,0,0,0
0,146,36,16,11,1,6,2,1,1,2,12,8,6,15,16,1,1,0,0,0,0
0,147,38,17,11,1,7,0,1,1,1,4,11,12,18,16,1,1,0,0,0,0
0,148,41,14,15,0,12,1,2,0,6,12,24,24,3,3,1,0,2,0,0,0
0,149,34,13,14,0,3,7,1,1,4,9,11,11,12,13,1,0,0,0,0,0
0,150,31,17,16,1,4,2,0,0,1,7,12,13,1,2,1,0,0,0,0,0
0,151,26,9,9,1,1,0,2,0,1,4,12,12,5,5,1,1,2,0,0,0
0,152,32,11,12,0,0,1,0,0,2,28,12,11,1,2,1,0,0,0,0,0
0,153,18,13,6,2,8,4,0,2,2,6,2,2,11,12,1,0,-2,0,0,0
0,154,31,10,12,0,4,1,3,0,4,6,22,21,3,3,2,0,3,0,0,0
0,155,32,14,12,1,9,4,1,1,2,12,15,14,6,8,1,0,0,0,0,0
0,156,34,16,11,1,9,5,1,3,2,18,9,9,15,14,1,0,-2,0,0,0
0,157,32,14,8,1,5,0,1,1,1,8,10,9,10,12,1,1,0,0,0,0
0,158,28,16,14,1,6,1,0,0,2,5,11,12,2,1,1,0,0,0,0,0
0,159,56,16,18,0,7,2,2,3,3,32,26,27,7,8,1,0,-1,0,0,0
0,160,30,13,16,0,1,2,0,0,2,0,18,18,1,2,1,0,0,0,0,0
0,161,24,2,12,0,0,0,2,0,4,0,24,24,2,2,2,0,2,0,0,0
0,162,28,8,8,1,0,2,1,2,1,22,10,9,4,4,1,0,-1,0,0,0
0,163,42,17,14,1,13,1,4,0,6,12,22,21,8,8,1,0,4,0,0,0
0,164,45,15,17,0,0,2,3,3,1,7,13,11,13,14,1,1,0,0,0,0
0,165,46,17,14,1,6,0,2,1,2,11,18,17,12,12,3,0,1,0,0,0
0,166,36,14,12,1,4,0,2,1,1,6,11,11,14,12,1,1,1,0,0,0
0,167,30,12,7,1,5,0,2,2,1,20,11,10,10,5,1,0,0,0,0,0
0,168,30,16,9,1,11,3,1,1,3,15,6,7,13,13,1,0,0,0,0,0
0,169,37,14,13,1,8,1,3,0,5,20,17,17,6,5,1,0,3,0,0,0
0,170,48,18,9,2,3,0,3,7,0,41,10,8,10,10,1,1,-4,0,0,0
0,171,29,17,9,1,11,3,1,2,4,10,7,7,13,12,1,0,-1,0,0,0
0,172,32,10,10,1,1,0,2,0,1,11,16,13,4,3,1,1,2,0,0,0
0,173,31,2,16,0,0,1,2,0,4,0,31,31,2,2,2,0,2,0,0,0
